grain_type,initial_moisture_content,avg_internal_temp_c,days_since_fill,aeration_status,remaining_safe_storage_days
Barley,15.85,31.25,133,1,149
Corn,11.42,33.39,59,0,131
Wheat,13.93,16.02,161,0,125
Corn,14.07,28.17,130,1,83
Rice,13.76,31.48,121,0,110
Rice,14.78,28.53,81,0,130
Barley,12.9,26.8,18,0,238
Wheat,12.48,25.53,57,0,182
Wheat,14.51,18.2,115,1,190
Barley,17.45,22.61,86,0,165
Barley,13.88,26.7,86,1,219
Rice,12.6,29.19,143,0,102
Rice,11.67,25.83,113,0,135
Rice,16.07,23.17,83,1,152
Rice,17.4,21.98,42,0,154
Wheat,13.43,16.05,38,0,238
Corn,16.41,23.55,49,0,136
Corn,17.68,20.42,122,0,97
Rice,12.67,20.66,59,1,215
Barley,13.07,34.32,28,0,203
Rice,16.29,33.67,13,0,120
Rice,17.89,15.29,5,1,191
Corn,17.7,17.32,142,1,77
Rice,12.83,23.02,119,1,144
Rice,14.28,28.12,85,0,157
Corn,13.24,29.91,160,0,63
Barley,17.23,16.25,63,0,191
Rice,16.16,33.15,8,1,164
Barley,16.8,30.84,143,0,144
Barley,16.75,20.88,83,0,137
Corn,16.03,21.76,54,0,105
Rice,17.58,31.73,15,0,144
Rice,15.83,26.18,62,0,157
Wheat,16.01,34.01,152,0,93
Corn,14.01,16.3,75,1,185
Wheat,15.66,20.39,47,0,206
Barley,12.83,15.71,116,1,227
Corn,11.87,24.79,106,1,126
Wheat,16.34,22.89,55,0,187
Corn,17.49,27.74,163,0,45
Corn,17.3,24.72,13,0,148
Barley,16.12,27.99,38,0,200
Corn,16.32,22.23,54,1,137
Barley,14.31,27.26,153,1,163
Corn,13.86,33.08,119,1,113
Barley,13.8,19.37,147,1,185
Barley,13.67,34.1,82,1,178
Corn,12.42,18.46,59,1,195
Barley,11.23,16.24,138,0,188
Corn,16.75,30.99,43,1,135
Rice,11.25,34.56,113,0,112
Barley,13.4,34.61,24,1,211
Corn,11.24,18.34,150,0,104
Barley,17.58,34.38,8,1,211
Corn,18.0,16.18,89,1,113
Barley,15.22,22.69,27,0,229
Corn,13.49,32.76,61,0,98
Rice,11.03,23.62,30,0,188
Wheat,14.71,29.9,151,0,104
Corn,11.67,21.97,80,1,174
Rice,17.23,15.29,100,0,131
Rice,11.79,33.58,61,1,147
Barley,16.47,23.24,85,0,195
Wheat,11.13,25.62,160,0,125
Wheat,11.97,21.96,46,0,214
Barley,15.26,33.77,171,1,114
Wheat,14.05,20.24,61,0,205
Wheat,16.92,33.04,74,1,158
Corn,13.15,25.92,153,0,90
Rice,13.84,32.78,91,1,155
Rice,13.26,24.17,42,0,137
Barley,14.99,25.31,93,0,178
Barley,17.63,19.12,144,1,134
Wheat,13.33,30.27,100,1,161
Barley,15.11,26.9,134,1,194
Barley,15.13,23.68,176,0,132
Wheat,11.16,31.17,19,0,172
Barley,16.73,23.3,74,1,200
Rice,17.6,33.47,163,1,77
Wheat,11.83,20.99,157,1,180
Rice,13.68,23.79,58,0,171
Wheat,15.64,27.7,176,0,99
Rice,16.93,17.63,122,0,105
Barley,17.85,23.98,36,1,168
Corn,13.12,22.17,142,1,138
Barley,12.56,21.41,83,0,188
Rice,16.28,15.34,85,1,166
Barley,16.31,21.13,93,1,179
Wheat,17.58,24.77,18,0,165
Corn,12.79,33.65,167,0,48
Rice,14.83,18.65,130,1,177
Barley,14.13,33.15,31,0,175
Rice,17.36,18.88,139,0,107
Barley,14.54,34.74,78,0,169
Rice,11.62,34.29,8,1,193
Corn,16.33,29.59,31,0,145
Corn,14.89,34.67,40,0,116
Corn,16.13,26.25,27,1,168
Rice,17.55,33.42,112,1,88
Barley,16.56,15.34,11,0,211
Barley,17.92,19.29,83,0,156
Barley,12.92,31.81,84,0,176
Corn,15.5,27.12,114,1,120
Rice,12.76,17.73,60,1,210
Rice,17.28,34.38,128,0,82
Rice,11.51,33.91,167,0,92
Barley,12.81,29.8,6,1,231
Rice,11.9,20.73,100,0,122
Rice,14.92,34.88,14,1,181
Rice,14.53,24.94,67,0,132
Corn,14.98,16.16,114,0,109
Rice,15.8,24.7,133,1,157
Rice,15.32,34.67,152,0,59
Barley,14.9,27.64,113,0,157
Wheat,13.69,30.43,71,0,186
Corn,16.05,27.15,7,0,131
Wheat,13.63,17.04,9,0,204
Rice,13.5,29.42,17,0,167
Barley,11.93,23.33,29,0,207
Wheat,11.04,26.37,43,0,208
Corn,11.27,34.61,130,0,95
Rice,12.95,18.7,43,0,168
Rice,12.92,18.48,46,0,169
Corn,12.39,32.27,138,1,115
Rice,14.16,19.46,60,1,189
Rice,11.19,27.29,73,1,165
Wheat,14.27,20.41,23,0,230
Barley,14.5,33.44,151,0,133
Corn,13.78,23.48,75,1,158
Rice,17.82,18.19,46,0,150
Barley,13.22,19.31,153,1,206
Wheat,14.49,19.18,96,0,171
Corn,16.41,22.31,145,0,65
Barley,16.55,25.23,65,0,160
Corn,17.62,19.92,67,0,109
Rice,17.63,16.0,139,0,121
Rice,13.81,24.87,44,1,190
Barley,15.31,21.32,77,0,194
Barley,15.01,31.36,46,0,156
Barley,13.79,21.04,19,0,205
Corn,13.86,17.84,133,1,137
Wheat,14.13,22.34,35,0,215
Wheat,13.61,15.17,147,0,139
Wheat,13.45,17.03,154,0,152
Corn,16.18,29.18,177,0,43
Corn,11.12,21.93,107,0,107
Corn,14.86,19.03,59,1,176
Wheat,13.5,26.35,176,1,151
Rice,11.07,25.86,150,0,130
Rice,13.84,16.82,8,0,182
Rice,15.46,21.8,11,0,160
Barley,16.81,22.12,82,1,190
Rice,16.07,30.98,123,0,86
Corn,15.41,31.37,54,0,115
Wheat,17.69,16.65,69,0,185
Barley,11.49,15.67,118,0,178
Barley,12.11,23.79,20,0,238
Rice,12.08,26.87,52,0,166
Wheat,14.76,33.09,120,1,166
Rice,12.19,28.17,154,1,158
Wheat,12.73,26.37,160,0,138
Corn,12.23,24.91,105,0,122
Rice,17.42,17.44,49,0,143
Wheat,16.3,34.25,140,0,94
Wheat,15.4,16.96,5,1,250
Wheat,13.71,33.51,118,0,142
Wheat,14.29,17.0,28,1,250
Rice,12.48,25.32,13,1,206
Corn,11.11,32.92,69,0,126
Wheat,13.64,29.25,179,0,95
Corn,17.83,15.69,38,0,109
Corn,14.15,25.35,107,1,111
Barley,15.27,33.82,116,0,129
Wheat,17.23,34.77,148,0,101
Barley,17.23,23.41,121,0,142
Wheat,13.7,33.69,11,0,209
Corn,13.64,21.0,103,0,149
Corn,12.51,21.38,76,1,180
Corn,11.18,23.09,66,1,176
Rice,13.94,19.84,136,0,116
Wheat,11.87,21.96,17,0,219
Barley,14.88,32.32,123,1,168
Wheat,12.5,23.73,113,1,175
Rice,14.16,18.36,123,0,98
Corn,12.44,26.13,97,0,140
Rice,11.94,34.93,153,0,97
Wheat,15.46,22.41,127,1,186
Wheat,17.91,28.86,136,1,120
Wheat,14.79,24.63,75,0,154
Barley,13.52,24.1,101,0,186
Rice,16.9,17.09,130,0,108
Rice,13.2,27.19,123,1,143
Wheat,15.03,30.82,168,1,115
Rice,15.68,32.67,35,0,161
Rice,14.87,28.58,161,0,74
Rice,16.75,28.26,72,0,134
Wheat,14.67,34.12,46,1,181
Rice,15.94,24.89,140,1,138
Barley,13.99,25.43,172,0,132
Wheat,15.48,32.17,99,0,145
Barley,12.16,21.79,17,0,229
Wheat,16.16,26.02,123,0,156
Wheat,15.4,25.52,15,1,220
Barley,13.53,31.68,174,1,176
Corn,14.63,27.95,175,1,85
Corn,12.33,23.59,25,1,174
Rice,16.4,20.77,87,0,148
Barley,15.37,23.93,24,0,230
Wheat,13.53,21.92,32,1,223
Corn,14.5,29.92,115,1,80
Rice,14.05,29.79,27,0,165
Rice,15.51,15.92,172,1,123
Rice,14.02,22.21,131,0,114
Rice,13.51,22.87,132,1,140
Rice,12.49,17.76,149,0,128
Corn,17.5,20.93,34,1,148
Corn,16.98,29.96,151,0,71
Wheat,16.11,29.56,148,1,133
Rice,16.03,25.75,9,1,216
Barley,17.53,20.72,143,1,170
Wheat,13.01,16.64,77,0,205
Corn,13.23,26.64,30,0,142
Wheat,17.93,19.89,119,0,136
Corn,11.47,34.72,120,1,123
Rice,12.59,32.12,179,1,128
Rice,14.98,17.43,15,0,181
Rice,14.82,19.42,150,1,133
Rice,13.58,31.74,111,0,95
Rice,15.76,29.13,135,0,91
Corn,13.32,23.64,86,1,142
Rice,11.94,33.11,135,1,138
Corn,15.25,32.27,169,1,63
Wheat,11.05,16.38,69,0,203
Wheat,16.45,20.79,28,0,190
Rice,13.52,17.77,132,1,182
Wheat,17.53,26.83,14,1,174
Barley,16.73,22.87,168,1,160
Barley,12.32,34.68,28,0,194
Barley,11.39,18.13,154,0,159
Corn,16.02,32.27,119,1,96
Corn,13.62,33.41,119,1,85
Wheat,11.41,19.64,167,1,193
Barley,15.73,22.38,53,0,198
Barley,16.1,29.92,134,0,110
Corn,13.1,15.06,65,1,200
Wheat,13.07,16.93,98,0,167
Wheat,17.56,34.29,141,1,100
Wheat,15.59,19.83,49,1,224
Rice,11.17,23.96,172,1,154
Wheat,11.03,33.45,119,0,169
Corn,12.39,23.07,120,0,122
Wheat,14.01,32.87,100,0,154
Corn,12.17,28.38,51,1,160
Rice,16.67,32.44,140,0,87
Barley,14.48,23.36,12,1,221
Corn,13.36,28.07,52,0,140
Rice,13.58,15.99,148,0,125
Barley,15.41,29.43,33,1,236
Rice,13.37,34.72,122,0,93
Wheat,12.33,24.92,112,0,176
Corn,12.67,24.53,114,1,143
Corn,17.9,32.0,147,1,64
Barley,17.8,18.35,179,0,132
Rice,14.72,17.88,34,0,163
Corn,14.42,31.42,76,1,170
Wheat,16.64,33.81,25,1,185
Corn,11.04,23.57,176,1,137
Wheat,14.6,19.54,98,0,191
Rice,13.04,20.82,173,1,144
Rice,17.94,17.64,135,0,106
Barley,15.21,33.42,75,0,159
Barley,15.65,25.49,152,0,134
Corn,12.87,27.22,164,1,77
Wheat,15.75,29.49,91,0,167
Wheat,15.96,28.93,134,0,130
Rice,12.31,17.5,106,1,202
Wheat,14.15,25.71,128,0,144
Wheat,13.46,16.71,93,1,228
Wheat,14.28,18.53,12,1,250
Barley,15.46,27.98,177,0,137
Barley,17.31,19.05,39,0,210
Barley,13.67,30.48,160,1,165
Barley,11.57,28.82,76,1,207
Rice,11.45,24.86,101,0,140
Rice,11.47,19.34,70,0,149
Rice,17.68,25.85,51,1,143
Barley,15.34,33.27,59,0,206
Rice,14.26,32.46,138,0,88
Barley,15.32,26.98,39,0,233
Corn,17.93,28.97,5,0,101
Corn,11.03,17.51,8,1,200
Rice,11.57,15.2,139,0,158
Wheat,13.94,21.68,162,0,112
Wheat,13.62,29.82,139,0,160
Corn,11.69,24.16,48,0,143
Barley,14.06,19.36,122,0,185
Wheat,16.14,32.12,61,0,150
Corn,13.81,25.89,171,0,72
Wheat,13.8,28.99,163,0,132
Wheat,12.66,27.64,70,1,186
Wheat,12.37,33.4,110,1,171
Barley,16.11,34.27,142,0,123
Rice,14.01,16.48,6,0,213
Barley,13.63,30.76,109,1,207
Wheat,14.79,18.5,87,1,208
Corn,16.72,18.92,166,0,76
Corn,12.15,26.39,30,1,182
Rice,17.37,28.81,9,1,174
Corn,12.12,17.4,44,1,200
Barley,15.46,27.79,75,0,156
Wheat,15.74,32.43,8,0,202
Barley,16.8,21.61,35,0,178
Barley,14.39,32.47,23,0,200
Wheat,11.01,34.54,140,0,131
Rice,16.53,26.68,122,0,106
Barley,14.08,25.56,111,0,179
Rice,13.08,28.92,162,1,151
Barley,11.73,33.97,144,1,165
Barley,17.11,24.93,135,0,131
Rice,17.39,29.78,115,1,97
Corn,11.26,33.74,170,0,49
Rice,14.55,30.46,71,1,175
Wheat,15.07,31.36,8,0,166
Wheat,13.63,34.64,165,1,146
Wheat,13.01,33.15,129,0,117
Barley,16.64,16.21,25,1,260
Wheat,15.72,21.06,162,0,152
Barley,11.52,29.43,80,1,217
Wheat,12.63,16.47,157,0,167
Wheat,12.26,21.5,90,1,242
Wheat,14.24,29.99,72,0,178
Rice,13.93,33.38,13,0,156
Wheat,16.32,15.97,135,1,170
Barley,14.39,33.95,163,0,142
Wheat,15.56,30.64,163,1,114
Wheat,16.96,23.51,126,1,147
Corn,16.98,19.34,100,1,110
Corn,14.89,16.28,116,1,184
Wheat,11.24,30.83,100,1,169
Corn,13.65,32.07,104,0,105
Rice,13.96,29.24,114,0,139
Barley,12.06,31.1,88,1,205
Barley,13.91,16.37,129,0,191
Rice,12.75,15.62,66,0,174
Rice,17.99,28.24,165,1,61
Wheat,11.02,15.32,140,1,222
Corn,11.12,28.95,102,1,133
Wheat,11.22,24.86,104,0,147
Rice,17.1,25.2,46,0,143
Corn,11.61,34.31,167,0,51
Rice,12.93,23.53,128,0,128
Rice,17.08,33.54,77,0,118
Rice,13.69,19.46,35,1,213
Wheat,13.81,34.71,148,0,136
Wheat,12.35,19.82,116,0,158
Wheat,17.75,20.21,82,0,149
Wheat,14.86,28.23,156,1,145
Rice,14.57,34.97,79,0,125
Corn,12.27,25.27,98,0,99
Barley,15.86,17.28,88,1,212
Corn,13.6,29.55,11,1,143
Barley,12.3,24.32,78,1,221
Rice,14.03,19.99,28,0,195
Rice,17.27,21.8,121,1,130
Rice,17.14,29.27,25,0,128
Rice,15.71,26.57,98,1,134
Barley,12.22,19.45,176,0,153
Barley,15.99,21.39,131,1,192
Rice,16.58,29.5,172,1,87
Wheat,13.74,30.0,123,0,152
Corn,11.44,25.15,153,0,101
Rice,11.79,28.52,106,0,111
Wheat,11.06,18.56,164,0,178
Rice,16.75,25.6,32,0,129
Wheat,17.68,19.62,110,0,122
Corn,12.41,31.72,164,0,76
Wheat,13.14,32.95,85,1,191
Wheat,14.32,23.52,71,0,166
Barley,14.91,33.94,171,0,127
Rice,12.48,29.55,128,0,109
Barley,14.34,26.4,159,1,154
Corn,17.94,25.05,95,1,88
Corn,15.12,23.82,41,1,151
Rice,11.32,22.07,179,0,106
Rice,12.4,16.02,6,0,200
Wheat,14.3,30.21,163,0,145
Barley,14.1,18.09,47,0,216
Corn,12.57,34.69,90,1,93
Barley,16.14,16.44,111,1,205
Wheat,15.3,33.26,37,0,180
Rice,12.89,23.55,131,0,130
Corn,14.46,33.92,143,1,81
Rice,12.16,19.72,108,1,187
Corn,12.45,21.46,29,0,154
Corn,12.11,15.36,172,1,148
Corn,11.21,15.23,10,0,180
Barley,15.23,28.01,63,0,161
Barley,11.32,18.44,122,1,217
Wheat,17.78,32.46,154,1,109
Wheat,16.96,33.77,13,1,211
Corn,15.79,20.63,146,0,96
Rice,17.14,17.95,64,1,180
Corn,11.24,24.46,156,0,101
Wheat,13.35,24.06,84,1,215
Corn,12.31,26.71,131,0,108
Barley,12.82,18.9,5,0,254
Wheat,16.9,32.24,142,1,113
Barley,12.38,26.61,15,0,215
Barley,13.0,22.31,141,0,161
Corn,17.84,34.43,156,0,26
Barley,13.2,15.3,18,1,260
Rice,13.06,24.35,136,1,130
Corn,15.35,21.29,108,0,121
Wheat,16.15,33.12,122,0,121
Corn,12.21,19.22,60,0,146
Corn,13.71,31.27,78,1,138
Corn,12.95,29.66,137,1,93
Corn,15.05,29.61,161,0,53
Barley,11.28,27.78,156,1,179
Corn,14.6,31.67,162,0,58
Barley,16.48,21.14,82,0,170
Corn,16.24,33.22,11,1,126
Corn,16.05,16.64,167,0,74
Rice,18.0,30.31,154,0,80
Wheat,16.39,28.63,177,0,108
Barley,11.32,22.19,79,0,191
Wheat,12.78,18.04,159,0,173
Corn,11.85,26.32,163,1,94
Rice,17.91,21.92,114,0,115
Wheat,16.75,31.22,167,0,111
Barley,13.36,25.6,137,1,191
Rice,12.43,17.43,137,0,135
Wheat,14.1,34.53,74,0,158
Rice,12.0,32.76,79,0,130
Corn,12.34,28.97,168,0,79
Corn,16.65,19.77,82,1,148
Wheat,13.38,26.95,5,0,210
Rice,15.37,25.83,9,0,188
Corn,16.54,17.01,107,1,133
Barley,16.48,23.88,101,0,135
Corn,14.85,34.12,32,1,150
Wheat,15.9,18.69,6,0,205
Barley,13.57,28.84,120,1,205
Wheat,12.77,27.85,154,0,140
Barley,14.48,15.51,91,0,181
Corn,13.47,21.77,9,1,188
Corn,13.35,34.19,83,0,95
Wheat,15.38,33.09,18,1,212
Wheat,16.42,34.41,8,0,189
Wheat,15.87,23.74,6,0,209
Wheat,15.89,21.45,118,1,172
Wheat,17.26,21.69,155,1,131
Barley,13.22,16.36,58,1,246
Wheat,16.21,22.62,22,0,190
Barley,15.58,28.01,60,0,182
Rice,11.77,31.46,20,1,182
Wheat,16.99,18.33,155,0,124
Wheat,16.66,33.67,39,0,155
Rice,15.27,24.87,178,0,88
Barley,11.97,26.01,109,1,209
Corn,14.88,28.98,100,1,144
Wheat,12.79,29.92,101,0,173
Rice,15.72,15.81,103,0,145
Corn,13.75,20.31,31,0,158
Wheat,13.36,20.96,105,1,195
Barley,17.92,30.88,160,1,111
Wheat,13.73,24.04,20,0,186
Rice,12.37,25.55,133,0,134
Corn,17.64,34.46,43,1,88
Corn,15.85,26.71,130,0,68
Barley,17.64,25.06,71,0,155
Corn,12.34,23.32,154,0,100
Rice,13.76,33.51,10,0,140
Rice,12.79,15.62,58,0,190
Corn,12.05,30.26,86,0,119
Wheat,16.13,24.65,120,0,130
Wheat,11.65,33.2,165,1,124
Corn,12.78,15.24,53,1,200
Barley,13.72,32.15,37,0,213
Barley,17.13,15.58,95,1,217
Wheat,17.75,33.29,156,0,74
Rice,12.64,22.19,49,0,162
Wheat,17.98,25.71,80,1,155
Corn,17.1,30.39,105,0,47
Rice,16.13,26.6,30,0,150
Wheat,12.74,19.57,8,0,227
Barley,16.68,21.47,86,1,182
Barley,11.58,19.98,133,0,164
Wheat,11.53,18.84,108,1,211
Barley,13.1,32.87,10,0,214
Wheat,14.94,15.7,164,0,162
Barley,14.15,18.34,126,0,186
Corn,13.06,31.56,144,1,112
Rice,13.11,28.65,162,1,97
Rice,13.77,17.12,168,1,166
Corn,16.07,28.09,35,0,108
Corn,12.64,16.39,129,1,166
Wheat,12.49,26.62,27,0,192
Barley,13.89,19.65,135,1,207
Wheat,17.89,18.78,93,0,148
Barley,16.65,17.2,159,0,151
Rice,11.65,24.47,166,1,127
Wheat,16.66,27.98,105,0,154
Barley,14.73,31.71,105,1,159
Wheat,16.83,29.47,77,0,162
Corn,16.47,34.48,174,0,45
Corn,16.1,21.75,159,0,88
Wheat,14.13,15.62,14,1,250
Barley,12.53,31.78,148,0,171
Barley,17.44,23.5,53,1,220
Rice,15.03,24.2,120,1,137
Rice,17.56,28.23,11,0,159
Rice,11.31,26.52,12,1,206
Rice,16.98,24.19,161,0,91
Rice,12.44,27.04,21,0,167
Rice,11.66,22.69,32,0,184
Rice,15.05,28.25,157,1,123
Rice,11.05,17.42,163,0,126
Barley,17.49,24.33,137,0,139
Corn,16.41,33.1,154,0,33
Rice,14.79,18.67,85,0,146
Barley,17.44,22.14,139,1,139
Corn,15.17,18.45,99,1,178
Barley,13.79,34.95,169,1,159
Rice,13.96,22.77,28,0,178
Corn,16.14,25.22,76,0,107
Corn,16.53,25.75,32,1,137
Rice,15.71,18.72,176,0,111
Barley,14.32,29.91,49,1,214
Corn,16.79,17.6,90,1,169
Corn,17.51,29.76,52,1,94
Corn,16.02,28.19,104,0,88
Barley,15.15,27.31,69,0,166
Wheat,11.18,30.96,71,0,169
Wheat,15.41,20.79,94,0,168
Rice,13.39,32.48,157,0,105
Corn,16.1,18.13,25,0,141
Barley,17.24,34.69,11,1,189
Barley,17.36,15.22,132,1,174
Corn,12.31,27.11,124,0,116
Barley,15.49,18.28,154,0,170
Wheat,12.45,23.32,153,0,138
Wheat,12.0,33.58,8,0,182
Wheat,15.25,20.96,93,0,189
Wheat,15.37,30.57,65,0,165
Wheat,13.27,18.28,105,1,198
Rice,16.8,15.21,106,0,144
Wheat,15.51,31.55,115,0,134
Barley,17.53,24.04,108,1,202
Wheat,16.02,20.87,111,0,164
Rice,13.39,34.15,175,1,96
Corn,15.02,31.49,102,0,61
Wheat,13.94,27.46,43,1,199
Corn,16.85,29.57,164,0,32
Corn,12.31,19.3,168,0,98
Wheat,13.66,20.7,112,0,188
Rice,12.79,17.31,12,1,220
Corn,12.61,15.89,88,1,188
Wheat,15.46,30.71,67,0,166
Barley,15.67,19.31,172,1,176
Rice,13.71,25.75,114,0,148
Corn,17.09,20.9,32,0,109
Corn,16.17,25.72,79,0,94
Rice,12.53,24.56,70,0,139
Rice,15.81,16.13,122,0,111
Barley,12.23,20.52,121,1,218
Corn,12.67,26.1,27,0,147
Barley,13.98,33.86,49,0,160
Corn,14.57,15.59,163,0,77
Corn,12.25,29.57,132,0,81
Barley,12.62,17.41,129,1,214
Rice,12.04,30.64,168,1,132
Wheat,12.31,18.08,92,1,249
Corn,12.78,27.3,104,0,79
Wheat,13.89,18.68,73,0,209
Barley,13.96,33.37,127,1,182
Corn,17.77,27.42,40,0,117
Wheat,14.63,26.1,94,1,178
Corn,17.19,28.68,36,0,97
Corn,12.62,18.6,51,1,200
Wheat,12.5,30.09,135,0,155
Wheat,18.0,25.49,65,1,165
Corn,12.76,28.43,60,0,126
Wheat,16.99,25.91,58,1,189
Wheat,11.02,15.47,168,0,171
Corn,12.36,19.83,82,0,158
Wheat,16.79,28.76,93,0,148
Wheat,17.43,20.89,154,0,114
Wheat,11.99,32.57,99,1,150
Corn,11.15,28.49,81,1,148
Barley,11.18,22.89,103,0,167
Wheat,14.78,31.68,43,0,182
Wheat,16.15,28.28,93,0,160
Corn,13.02,15.72,79,1,185
Barley,16.11,16.83,65,1,239
Corn,13.9,27.39,95,0,148
Barley,11.42,24.61,105,1,223
Corn,16.06,26.6,106,0,74
Wheat,13.85,29.35,73,0,145
Wheat,16.59,23.42,92,1,200
Wheat,17.01,29.19,93,1,136
Rice,17.73,34.23,125,1,103
Rice,13.5,16.6,22,0,213
Barley,14.64,32.16,16,1,240
Barley,13.9,33.75,132,0,127
Rice,14.09,29.56,70,1,151
Wheat,12.97,17.15,92,0,174
Corn,12.96,33.42,24,0,146
Corn,13.72,17.29,84,1,147
Corn,17.63,26.59,98,0,85
Barley,13.67,33.89,124,1,185
Wheat,12.3,21.22,68,0,183
Barley,11.98,18.31,164,0,180
Rice,17.6,15.52,116,1,140
Corn,13.41,28.05,38,0,133
Rice,14.27,32.98,19,0,163
Wheat,16.06,21.89,37,1,234
Corn,16.68,27.09,28,0,126
Barley,16.42,19.91,19,0,214
Rice,11.72,20.57,179,0,102
Wheat,11.56,21.44,44,0,205
Barley,17.67,22.36,154,0,125
Wheat,15.32,16.89,159,0,118
Corn,16.98,24.46,35,1,136
Wheat,15.01,24.54,110,0,148
Barley,15.93,16.59,43,1,247
Wheat,17.1,32.11,77,0,145
Barley,14.32,15.96,54,0,195
Wheat,11.06,16.43,172,1,189
Wheat,17.36,26.41,52,0,157
Wheat,16.54,16.66,30,1,220
Wheat,13.94,31.97,8,1,229
Barley,13.78,32.74,175,1,131
Rice,11.22,29.06,122,1,167
Corn,11.96,19.86,75,1,189
Barley,14.61,34.91,129,0,128
Wheat,14.4,25.31,74,0,170
Wheat,14.93,20.47,172,0,156
Barley,11.01,33.11,111,0,168
Rice,13.94,31.47,85,1,136
Wheat,17.14,28.9,10,1,221
Corn,15.01,28.88,151,0,71
Rice,15.46,15.5,152,1,181
Wheat,14.45,28.32,151,0,135
Wheat,14.99,27.54,142,1,153
Rice,14.07,15.89,162,0,152
Corn,14.64,29.84,170,0,52
Wheat,15.3,22.05,55,0,183
Barley,11.02,28.33,64,1,215
Rice,15.01,24.69,23,1,185
Barley,16.02,32.42,161,0,136
Barley,15.48,34.0,82,0,157
Corn,11.52,17.44,128,0,106
Wheat,16.3,25.84,121,1,112
Rice,16.13,22.92,26,0,161
Barley,17.05,33.02,85,0,128
Rice,16.05,31.49,97,0,101
Corn,13.17,30.16,65,0,128
Barley,16.25,34.53,117,0,135
Rice,16.15,28.04,23,0,165
Wheat,16.97,22.11,26,0,184
Corn,15.56,30.57,73,0,89
Wheat,11.73,20.77,72,0,201
Rice,16.37,26.46,77,1,163
Wheat,11.44,24.83,178,0,119
Rice,12.8,16.54,153,0,114
Barley,16.73,21.65,137,1,166
Wheat,17.37,27.92,6,0,193
Barley,12.09,31.87,85,0,180
Barley,11.19,20.52,111,1,219
Barley,12.32,34.51,162,1,167
Wheat,16.44,27.45,47,0,194
Corn,12.82,18.47,67,0,138
Barley,15.59,23.21,143,1,196
Wheat,14.78,26.21,142,0,126
Rice,14.0,25.87,142,1,136
Corn,12.43,28.16,49,1,157
Rice,13.42,19.85,128,0,122
Corn,15.46,33.3,129,0,73
Corn,15.85,20.96,50,0,127
Wheat,16.48,30.83,156,0,118
Barley,16.39,16.32,176,0,134
Corn,14.1,29.18,23,1,173
Rice,16.54,21.55,72,1,158
Barley,17.25,32.23,113,1,151
Rice,15.99,22.08,45,0,155
Rice,16.3,30.37,93,1,112
Wheat,15.9,31.82,177,1,145
Corn,14.84,19.16,92,0,118
Rice,12.34,34.74,105,0,111
Corn,11.29,16.55,127,0,107
Rice,13.55,24.8,36,0,154
Barley,16.77,22.14,38,1,229
Barley,15.31,16.76,150,0,142
Wheat,15.52,32.53,130,1,157
Wheat,12.29,15.1,40,1,250
Corn,17.82,15.04,125,0,108
Barley,12.62,33.04,114,0,140
Corn,12.35,26.05,149,1,120
Barley,17.56,28.79,37,0,156
Rice,12.62,19.13,91,0,153
Corn,13.43,25.85,20,1,193
Barley,15.05,16.2,59,0,195
Wheat,16.0,24.49,66,0,156
Rice,11.64,21.49,140,0,135
Corn,16.76,15.29,154,1,109
Rice,15.31,33.92,143,1,101
Barley,15.39,28.53,137,1,145
Wheat,12.45,15.89,69,1,239
Barley,13.89,28.53,60,1,207
Corn,16.79,24.74,92,0,89
Wheat,17.15,17.46,15,0,200
Wheat,15.51,23.98,179,0,144
Barley,11.28,16.72,179,0,141
Rice,14.74,19.0,19,0,177
Barley,15.74,25.51,41,0,209
Barley,14.58,30.18,137,0,180
Wheat,13.93,17.07,50,0,210
Barley,12.28,28.99,141,1,162
Wheat,17.24,15.83,69,1,231
Barley,14.06,32.77,27,0,190
Corn,17.03,21.4,100,0,84
Barley,16.03,23.75,84,1,222
Wheat,15.67,29.78,38,0,202
Wheat,17.91,33.68,70,0,136
Corn,14.4,15.15,83,0,130
Rice,11.01,15.72,130,0,133
Wheat,14.65,16.69,20,0,206
Barley,11.05,19.59,151,0,149
Barley,12.45,22.55,73,0,174
Wheat,11.62,32.53,109,1,157
Rice,14.2,17.81,133,1,153
Corn,12.84,33.25,62,1,164
Barley,16.16,34.41,65,0,164
Rice,13.7,28.1,54,0,130
Rice,17.41,32.49,149,0,99
Rice,11.78,29.48,37,0,160
Wheat,16.09,27.35,161,0,143
Barley,13.7,31.92,41,1,247
Barley,17.18,34.19,36,1,164
Wheat,11.85,28.1,15,1,250
Barley,11.83,31.13,88,0,204
Wheat,16.05,16.36,155,0,129
Wheat,15.77,29.04,111,0,132
Barley,14.01,28.98,96,0,165
Wheat,11.2,33.67,82,0,173
Corn,16.29,28.24,155,0,68
Rice,14.8,19.34,82,1,184
Rice,12.4,22.93,173,0,96
Barley,15.42,33.04,71,1,159
Wheat,12.08,27.31,64,0,184
Wheat,16.24,17.94,128,0,157
Wheat,14.27,19.94,148,1,211
Rice,13.77,15.63,107,0,135
Rice,11.09,18.35,74,1,197
Wheat,12.12,27.91,99,1,186
Barley,15.49,26.05,81,1,212
Wheat,16.74,28.53,25,0,203
Wheat,11.85,18.62,176,1,180
Rice,15.31,18.44,21,1,198
Rice,14.77,19.85,141,0,116
Wheat,17.61,34.95,47,0,161
Rice,13.23,33.71,51,0,149
